# Feature selection method: MIC
# The features were ranked according to their importance, the topper the more important the feature is
=======================
feature	MIC-value
SeqPos.2.NISK860101	0.004
SeqPos.2.AURR980110	0.004
SeqPos.3.NAKH920105	0.004
SeqPos.9.NADH010101	0.004
SeqPos.7.NAKH920107	0.004
SeqPos.7.RACS820102	0.004
SeqPos.7.MANP780101	0.004
SeqPos.2.QIAN880109	0.004
SeqPos.5.MIYS990105	0.004
SeqPos.6.FAUJ880108	0.004
SeqPos.7.CIDH920101	0.004
SeqPos.6.QIAN880116	0.004
SeqPos.8.CORJ870105	0.004
SeqPos.1.RICJ880114	0.004
SeqPos.9.EISD860102	0.004
SeqPos.7.RADA880106	0.004
SeqPos.3.PONP800105	0.004
SeqPos.4.PONP930101	0.004
SeqPos.1.CHAM830103	0.004
SeqPos.2.TANS770109	0.004
SeqPos.7.WOLS870102	0.004
SeqPos.3.ZHOH040101	0.004
SeqPos.2.VINM940103	0.004
SeqPos.3.LEVM780106	0.004
SeqPos.3.ROSM880101	0.004
SeqPos.2.GOLD730101	0.004
SeqPos.4.CEDJ970104	0.004
SeqPos.4.MAXF760103	0.004
SeqPos.1.QIAN880109	0.004
SeqPos.2.PRAM900104	0.004
SeqPos.2.QIAN880131	0.004
SeqPos.2.QIAN880125	0.004
SeqPos.1.WILM950104	0.004
SeqPos.6.FASG760103	0.004
SeqPos.4.FINA910101	0.004
SeqPos.7.ZIMJ680104	0.004
SeqPos.6.FAUJ880109	0.004
SeqPos.6.CHOP780208	0.004
SeqPos.1.ARGP820103	0.004
SeqPos.4.GEIM800101	0.004
SeqPos.2.QIAN880114	0.004
SeqPos.9.JOND750102	0.004
SeqPos.8.ISOY800104	0.004
SeqPos.6.QIAN880124	0.004
SeqPos.3.NOZY710101	0.004
SeqPos.7.PALJ810105	0.004
SeqPos.1.AURR980114	0.004
SeqPos.7.ZASB820101	0.004
SeqPos.6.PONJ960101	0.004
SeqPos.6.AURR980114	0.004
SeqPos.5.OOBM770102	0.004
SeqPos.6.RACS820102	0.004
SeqPos.7.QIAN880110	0.004
SeqPos.3.NADH010101	0.004
SeqPos.3.BROC820101	0.004
SeqPos.2.PARS000101	0.004
SeqPos.3.MANP780101	0.004
SeqPos.5.FAUJ880102	0.004
SeqPos.6.EISD860102	0.004
SeqPos.6.NAKH900108	0.004
SeqPos.3.NAKH900113	0.004
SeqPos.3.KUMS000104	0.004
SeqPos.6.RICJ880114	0.004
SeqPos.6.PALJ810108	0.004
SeqPos.6.VINM940102	0.004
SeqPos.9.ONEK900101	0.004
SeqPos.6.FUKS010109	0.004
SeqPos.1.MAXF760106	0.004
SeqPos.1.JANJ780102	0.004
SeqPos.5.FINA910103	0.004
SeqPos.7.CHOC750101	0.004
SeqPos.4.MUNV940101	0.004
SeqPos.2.ISOY800106	0.004
SeqPos.2.GEOR030106	0.004
SeqPos.4.MUNV940103	0.004
SeqPos.9.RACS820108	0.004
SeqPos.6.AURR980110	0.004
SeqPos.2.AURR980105	0.004
SeqPos.2.CHAM820101	0.004
SeqPos.7.MAXF760103	0.004
SeqPos.5.ZIMJ680104	0.004
SeqPos.9.MAXF760105	0.004
SeqPos.2.ZIMJ680103	0.004
SeqPos.6.KARP850102	0.004
SeqPos.3.ONEK900101	0.004
SeqPos.7.PONP930101	0.004
SeqPos.6.BEGF750102	0.004
SeqPos.1.GEIM800111	0.004
SeqPos.3.FAUJ880111	0.004
SeqPos.7.OOBM850103	0.004
SeqPos.6.QIAN880131	0.004
SeqPos.7.QIAN880114	0.004
SeqPos.9.MUNV940101	0.004
SeqPos.8.KOEP990101	0.004
SeqPos.1.FUKS010108	0.004
SeqPos.7.JANJ780101	0.004
SeqPos.3.FUKS010101	0.004
SeqPos.2.GEIM800108	0.004
SeqPos.4.FUKS010107	0.004
SeqPos.2.QIAN880103	0.004
SeqPos.6.AURR980104	0.004
SeqPos.7.ISOY800103	0.004
SeqPos.8.QIAN880121	0.004
SeqPos.5.NAKH900112	0.004
SeqPos.4.NAKH900107	0.004
SeqPos.2.QIAN880116	0.004
SeqPos.3.RADA880104	0.004
SeqPos.1.LEVM780106	0.004
SeqPos.5.GEIM800107	0.004
SeqPos.7.ROBB760113	0.004
SeqPos.7.RACS820108	0.004
SeqPos.1.MAXF760103	0.004
SeqPos.8.FAUJ880107	0.004
SeqPos.2.LEVM780105	0.004
SeqPos.2.DAWD720101	0.004
SeqPos.2.FAUJ880101	0.004
SeqPos.6.KUMS000104	0.004
SeqPos.3.CHOP780203	0.004
SeqPos.1.WILM950103	0.004
SeqPos.3.ROBB760106	0.004
SeqPos.2.QIAN880121	0.004
SeqPos.9.FASG760104	0.004
SeqPos.6.GOLD730102	0.004
SeqPos.3.QIAN880104	0.004
SeqPos.4.RICJ880104	0.004
SeqPos.6.PTIO830101	0.004
SeqPos.7.FUKS010105	0.004
SeqPos.4.FUKS010108	0.004
SeqPos.6.BURA740101	0.004
SeqPos.6.PRAM900104	0.004
SeqPos.1.RICJ880101	0.004
SeqPos.1.RICJ880102	0.004
SeqPos.6.JURD980101	0.004
SeqPos.7.DAWD720101	0.004
SeqPos.5.CHAM830103	0.004
SeqPos.7.FUKS010106	0.004
SeqPos.7.CIDH920103	0.004
SeqPos.3.QIAN880111	0.004
SeqPos.1.OOBM850103	0.004
SeqPos.5.PONP800105	0.004
SeqPos.7.OOBM850104	0.004
SeqPos.2.YUTK870104	0.004
SeqPos.2.FAUJ880104	0.004
SeqPos.2.OOBM770103	0.004
SeqPos.6.MIYS850101	0.004
SeqPos.6.FASG760102	0.004
SeqPos.7.PONP800101	0.004
SeqPos.6.NAKH920104	0.004
SeqPos.3.EISD860101	0.004
SeqPos.6.KIMC930101	0.004
SeqPos.2.PONP800105	0.004
SeqPos.6.PONP800104	0.004
SeqPos.3.RADA880102	0.004
SeqPos.8.QIAN880134	0.004
SeqPos.6.PALJ810109	0.004
SeqPos.7.CEDJ970104	0.004
SeqPos.7.HUTJ700102	0.004
SeqPos.2.NADH010106	0.004
SeqPos.3.WEBA780101	0.004
SeqPos.6.GEIM800103	0.004
SeqPos.1.AURR980110	0.004
SeqPos.6.PALJ810110	0.004
SeqPos.3.CHOC760101	0.004
SeqPos.6.CEDJ970105	0.004
SeqPos.6.CHOP780203	0.004
SeqPos.3.FINA910103	0.004
SeqPos.2.CHOP780211	0.004
SeqPos.7.BASU050102	0.004
SeqPos.7.ZHOH040102	0.004
SeqPos.3.OOBM850104	0.004
SeqPos.8.QIAN880135	0.004
SeqPos.4.QIAN880133	0.004
SeqPos.7.FUKS010103	0.004
SeqPos.9.KIDA850101	0.004
SeqPos.2.KUMS000102	0.004
SeqPos.3.GEIM800103	0.004
SeqPos.4.BULH740101	0.004
SeqPos.4.LIFS790101	0.004
SeqPos.7.FASG760101	0.004
SeqPos.6.RICJ880108	0.004
SeqPos.6.ZHOH040102	0.004
SeqPos.9.CHOP780204	0.004
SeqPos.5.WOLS870103	0.004
SeqPos.3.FAUJ880107	0.004
SeqPos.7.WILM950101	0.004
SeqPos.7.KUMS000102	0.004
SeqPos.2.BULH740101	0.004
SeqPos.8.CHAM830107	0.004
SeqPos.3.ISOY800107	0.004
SeqPos.9.QIAN880130	0.004
SeqPos.2.RICJ880116	0.004
SeqPos.7.MEEJ810101	0.004
SeqPos.3.PONJ960101	0.004
SeqPos.6.VASM830103	0.004
SeqPos.2.GARJ730101	0.004
SeqPos.1.PALJ810105	0.004
SeqPos.7.GOLD730101	0.004
SeqPos.1.BULH740101	0.004
SeqPos.6.RACS820107	0.004
SeqPos.7.HUTJ700103	0.004
SeqPos.3.RACS820101	0.004
SeqPos.7.FAUJ880109	0.004
SeqPos.6.GEIM800102	0.004
SeqPos.5.PALJ810106	0.004
SeqPos.3.ZIMJ680102	0.004
SeqPos.8.GEOR030109	0.004
SeqPos.5.KHAG800101	0.004
SeqPos.2.PRAM820102	0.004
SeqPos.7.OOBM850105	0.004
SeqPos.3.ZHOH040103	0.004
SeqPos.1.CHAM810101	0.004
SeqPos.9.ROBB760102	0.004
SeqPos.3.RACS820111	0.004
SeqPos.7.CHOC760103	0.004
SeqPos.2.RICJ880114	0.004
SeqPos.6.ROBB760111	0.004
SeqPos.2.CHOC760104	0.004
SeqPos.7.ROBB760101	0.004
SeqPos.4.RICJ880105	0.004
SeqPos.3.QIAN880139	0.004
SeqPos.1.NAKH920108	0.004
SeqPos.6.LEVM780106	0.004
SeqPos.2.BEGF750103	0.004
SeqPos.6.WOEC730101	0.004
SeqPos.6.ISOY800105	0.004
SeqPos.6.QIAN880105	0.004
SeqPos.8.OOBM850102	0.004
SeqPos.7.GEOR030106	0.004
SeqPos.4.RACS820108	0.004
SeqPos.2.ONEK900101	0.004
SeqPos.1.ISOY800103	0.004
SeqPos.1.FINA770101	0.004
SeqPos.3.FINA910104	0.004
SeqPos.4.TANS770106	0.004
SeqPos.6.BIOV880101	0.004
SeqPos.7.ARGP820101	0.004
SeqPos.7.JOND750101	0.004
SeqPos.2.LEVM760106	0.004
SeqPos.2.QIAN880135	0.004
SeqPos.6.AURR980103	0.004
SeqPos.6.ISOY800106	0.004
SeqPos.2.FUKS010106	0.004
SeqPos.7.RICJ880117	0.004
SeqPos.4.ROBB760104	0.004
SeqPos.3.MAXF760104	0.004
SeqPos.3.GEIM800110	0.004
SeqPos.2.ROBB760112	0.004
SeqPos.4.NAKH900111	0.004
SeqPos.6.MUNV940102	0.004
SeqPos.1.WEBA780101	0.004
SeqPos.7.PALJ810109	0.004
SeqPos.9.RICJ880117	0.004
SeqPos.2.ISOY800108	0.004
SeqPos.3.WOLR810101	0.004
SeqPos.2.AURR980120	0.004
SeqPos.4.QIAN880102	0.004
SeqPos.6.YUTK870101	0.004
SeqPos.2.MEIH800102	0.004
SeqPos.2.GRAR740102	0.004
SeqPos.3.CHAM810101	0.004
SeqPos.5.LAWE840101	0.004
SeqPos.7.RADA880103	0.004
SeqPos.9.QIAN880109	0.004
SeqPos.6.QIAN880114	0.004
SeqPos.7.RADA880105	0.004
SeqPos.7.DESM900102	0.004
SeqPos.6.CEDJ970104	0.004
SeqPos.4.MUNV940104	0.004
SeqPos.6.SNEP660104	0.004
SeqPos.3.WOLR790101	0.004
SeqPos.6.VASM830102	0.004
SeqPos.2.MEEJ800101	0.004
SeqPos.3.RACS820106	0.004
SeqPos.3.TANS770102	0.004
SeqPos.4.ROBB760106	0.004
SeqPos.8.FAUJ880111	0.004
SeqPos.4.YUTK870104	0.003
SeqPos.1.MUNV940104	0.003
SeqPos.5.CHOP780101	0.003
SeqPos.6.NAGK730101	0.003
SeqPos.3.MIYS990103	0.003
SeqPos.8.CHOP780204	0.003
SeqPos.2.NAKH900112	0.003
SeqPos.7.NOZY710101	0.003
SeqPos.2.CHAM830101	0.003
SeqPos.7.BEGF750101	0.003
SeqPos.3.GEOR030101	0.003
SeqPos.6.KOEP990102	0.003
SeqPos.3.ISOY800103	0.003
SeqPos.6.RACS820106	0.003
SeqPos.3.ISOY800108	0.003
SeqPos.1.ZASB820101	0.003
SeqPos.9.ZIMJ680104	0.003
SeqPos.2.GOLD730102	0.003
SeqPos.7.CEDJ970103	0.003
SeqPos.9.AURR980112	0.003
SeqPos.6.ROSG850101	0.003
SeqPos.3.CEDJ970102	0.003
SeqPos.2.GEOR030102	0.003
SeqPos.1.TANS770108	0.003
SeqPos.3.CORJ870106	0.003
SeqPos.7.RICJ880115	0.003
SeqPos.1.QIAN880135	0.003
SeqPos.1.RACS820112	0.003
SeqPos.4.CHAM830105	0.003
SeqPos.2.NADH010107	0.003
SeqPos.6.WIMW960101	0.003
SeqPos.6.CASG920101	0.003
SeqPos.2.PONP800106	0.003
SeqPos.2.ARGP820102	0.003
SeqPos.5.ROBB760107	0.003
SeqPos.6.OOBM770104	0.003
SeqPos.1.CHOP780201	0.003
SeqPos.6.AURR980106	0.003
SeqPos.2.RACS820106	0.003
SeqPos.6.CHOP780214	0.003
SeqPos.2.RACS820112	0.003
SeqPos.2.YUTK870103	0.003
SeqPos.4.VINM940102	0.003
SeqPos.3.RADA880106	0.003
SeqPos.6.QIAN880125	0.003
SeqPos.6.GEOR030104	0.003
SeqPos.7.PALJ810110	0.003
SeqPos.3.PALJ810111	0.003
SeqPos.3.KLEP840101	0.003
SeqPos.3.GEOR030102	0.003
SeqPos.7.HOPA770101	0.003
SeqPos.2.RACS820109	0.003
SeqPos.1.LEVM760101	0.003
SeqPos.2.CHAM830102	0.003
SeqPos.3.NAKH920107	0.003
SeqPos.6.LEVM760106	0.003
SeqPos.2.NAKH920105	0.003
SeqPos.1.OOBM850102	0.003
SeqPos.2.EISD860103	0.003
SeqPos.2.PALJ810109	0.003
SeqPos.7.AURR980110	0.003
SeqPos.2.MIYS990102	0.003
SeqPos.4.GEIM800103	0.003
SeqPos.1.PTIO830101	0.003
SeqPos.6.RICJ880101	0.003
SeqPos.6.RICJ880102	0.003
SeqPos.6.OOBM850103	0.003
SeqPos.8.FINA910104	0.003
SeqPos.5.MUNV940102	0.003
SeqPos.8.YUTK870104	0.003
SeqPos.4.GARJ730101	0.003
SeqPos.7.PONP800105	0.003
SeqPos.1.QIAN880107	0.003
SeqPos.8.AURR980111	0.003
SeqPos.7.RICJ880108	0.003
SeqPos.7.ISOY800108	0.003
SeqPos.2.MIYS990101	0.003
SeqPos.2.AURR980114	0.003
SeqPos.3.AURR980106	0.003
SeqPos.7.PRAM820103	0.003
SeqPos.7.FUKS010110	0.003
SeqPos.3.NAKH900111	0.003
SeqPos.7.PALJ810107	0.003
SeqPos.6.PONP800102	0.003
SeqPos.2.ROBB760110	0.003
SeqPos.6.OOBM850104	0.003
SeqPos.8.OOBM770105	0.003
SeqPos.6.FUKS010112	0.003
SeqPos.3.FODM020101	0.003
SeqPos.7.OOBM850102	0.003
SeqPos.7.MCMT640101	0.003
SeqPos.6.ROBB760103	0.003
SeqPos.2.CHOC760101	0.003
SeqPos.6.AURR980109	0.003
SeqPos.3.PALJ810115	0.003
SeqPos.6.RICJ880105	0.003
SeqPos.6.MUNV940101	0.003
SeqPos.7.MEEJ810102	0.003
SeqPos.6.WILM950102	0.003
SeqPos.1.HOPT810101	0.003
SeqPos.7.TANS770109	0.003
SeqPos.9.FAUJ880105	0.003
SeqPos.2.CASG920101	0.003
SeqPos.9.AURR980106	0.003
SeqPos.3.GEOR030106	0.003
SeqPos.4.KANM800104	0.003
SeqPos.7.DAYM780201	0.003
SeqPos.1.RACS820109	0.003
SeqPos.4.HUTJ700101	0.003
SeqPos.2.RICJ880115	0.003
SeqPos.4.ZIMJ680105	0.003
SeqPos.2.CHOP780213	0.003
SeqPos.7.TANS770108	0.003
SeqPos.5.BEGF750102	0.003
SeqPos.6.MAXF760106	0.003
SeqPos.6.PALJ810116	0.003
SeqPos.3.BASU050103	0.003
SeqPos.1.WOLS870103	0.003
SeqPos.3.HUTJ700101	0.003
SeqPos.6.PALJ810104	0.003
SeqPos.7.JURD980101	0.003
SeqPos.7.AURR980114	0.003
SeqPos.2.RACS820108	0.003
SeqPos.6.BULH740101	0.003
SeqPos.7.QIAN880102	0.003
SeqPos.5.MONM990101	0.003
SeqPos.3.LEVM760101	0.003
SeqPos.3.HOPT810101	0.003
SeqPos.7.PALJ810113	0.003
SeqPos.1.NAKH920105	0.003
SeqPos.3.WOEC730101	0.003
SeqPos.7.QIAN880131	0.003
SeqPos.1.LAWE840101	0.003
SeqPos.7.BLAM930101	0.003
SeqPos.6.HARY940101	0.003
SeqPos.6.ARGP820102	0.003
SeqPos.1.ZIMJ680101	0.003
SeqPos.1.CHOP780208	0.003
SeqPos.4.KANM800102	0.003
SeqPos.7.GEOR030101	0.003
SeqPos.7.NAGK730103	0.003
SeqPos.9.MUNV940104	0.003
SeqPos.5.QIAN880125	0.003
SeqPos.6.FUKS010103	0.003
SeqPos.6.CHAM830106	0.003
SeqPos.5.MITS020101	0.003
SeqPos.7.CHOP780215	0.003
SeqPos.4.PALJ810116	0.003
SeqPos.9.QIAN880112	0.003
SeqPos.2.AURR980106	0.003
SeqPos.7.QIAN880106	0.003
SeqPos.2.ROBB790101	0.003
SeqPos.2.FUKS010105	0.003
SeqPos.7.FAUJ880103	0.003
SeqPos.2.MAXF760104	0.003
SeqPos.6.KANM800102	0.003
SeqPos.1.NAGK730101	0.003
SeqPos.6.ZHOH040103	0.003
SeqPos.7.ROSG850101	0.003
SeqPos.6.RACS820101	0.003
SeqPos.6.WOLS870101	0.003
SeqPos.6.CEDJ970103	0.003
SeqPos.1.NAKH900112	0.003
SeqPos.3.JANJ790101	0.003
SeqPos.1.ARGP820101	0.003
SeqPos.1.JOND750101	0.003
SeqPos.7.BUNA790103	0.003
SeqPos.2.NAKH900103	0.003
SeqPos.1.LEVM780103	0.003
SeqPos.2.OOBM850102	0.003
SeqPos.6.QIAN880139	0.003
SeqPos.8.PALJ810105	0.003
SeqPos.7.KRIW790101	0.003
SeqPos.7.LEVM760106	0.003
SeqPos.2.PRAM820103	0.003
SeqPos.7.CHAM830107	0.003
SeqPos.7.CORJ870105	0.003
SeqPos.5.LIFS790103	0.003
SeqPos.2.FAUJ880102	0.003
SeqPos.4.ONEK900101	0.003
SeqPos.5.FAUJ880113	0.003
SeqPos.6.RACS820110	0.003
SeqPos.2.QIAN880136	0.003
SeqPos.2.GRAR740101	0.003
SeqPos.3.BEGF750102	0.003
SeqPos.2.ROBB760102	0.003
SeqPos.2.QIAN880118	0.003
SeqPos.1.PRAM900104	0.003
SeqPos.6.FAUJ880101	0.003
SeqPos.3.MEEJ800101	0.003
SeqPos.3.ANDN920101	0.003
SeqPos.7.MIYS990101	0.003
SeqPos.7.QIAN880107	0.003
SeqPos.6.QIAN880107	0.003
SeqPos.2.LIFS790102	0.003
SeqPos.3.PALJ810103	0.003
SeqPos.4.CHOP780205	0.003
SeqPos.1.CHAM830105	0.003
SeqPos.6.DAYM780201	0.003
SeqPos.2.ROBB760106	0.003
SeqPos.3.PARS000102	0.003
SeqPos.7.NAKH920106	0.003
SeqPos.7.CEDJ970101	0.003
SeqPos.5.KANM800104	0.003
SeqPos.6.KOEP990101	0.003
SeqPos.3.ARGP820103	0.003
SeqPos.7.BEGF750103	0.003
SeqPos.3.SUYM030101	0.003
SeqPos.2.WILM950104	0.003
SeqPos.7.BUNA790102	0.003
SeqPos.2.TANS770104	0.003
SeqPos.9.AURR980119	0.003
SeqPos.2.RACS770102	0.003
SeqPos.1.SUEM840102	0.003
SeqPos.1.FUKS010106	0.003
SeqPos.3.CHOC750101	0.003
SeqPos.3.RACS820113	0.003
SeqPos.9.FAUJ880113	0.003
SeqPos.9.AURR980107	0.003
SeqPos.7.KRIW710101	0.003
SeqPos.2.WOLS870102	0.003
SeqPos.3.FAUJ880105	0.003
SeqPos.8.RACS820112	0.003
SeqPos.7.MITS020101	0.003
SeqPos.7.ARGP820103	0.003
SeqPos.1.GEOR030104	0.003
SeqPos.2.QIAN880112	0.003
SeqPos.5.ONEK900102	0.003
SeqPos.3.CHAM830106	0.003
SeqPos.3.CHAM820102	0.003
SeqPos.7.GRAR740101	0.003
SeqPos.9.RACS820112	0.003
SeqPos.8.MONM990101	0.003
SeqPos.7.CORJ870107	0.003
SeqPos.6.QIAN880102	0.003
SeqPos.3.GRAR740101	0.003
SeqPos.6.SNEP660103	0.003
SeqPos.5.FINA910104	0.003
SeqPos.1.FAUJ880113	0.003
SeqPos.9.AURR980113	0.003
SeqPos.7.AURR980116	0.003
SeqPos.1.GOLD730101	0.003
SeqPos.6.QIAN880129	0.003
SeqPos.7.WOLR810101	0.003
SeqPos.6.PONP800105	0.003
SeqPos.7.YUTK870104	0.003
SeqPos.2.JANJ790101	0.003
SeqPos.2.MIYS990105	0.003
SeqPos.1.ROBB760111	0.003
SeqPos.2.NAKH900113	0.003
SeqPos.6.LEVM760102	0.003
SeqPos.7.BAEK050101	0.003
SeqPos.6.CORJ870104	0.003
SeqPos.1.ARGP820102	0.003
SeqPos.7.NAKH900109	0.003
SeqPos.2.SNEP660101	0.003
SeqPos.3.MONM990101	0.003
SeqPos.6.WEBA780101	0.003
SeqPos.7.PONJ960101	0.003
SeqPos.7.PARS000101	0.003
SeqPos.6.LIFS790102	0.003
SeqPos.6.OOBM850102	0.003
SeqPos.7.LEVM760104	0.003
SeqPos.4.NAKH900105	0.003
SeqPos.1.QIAN880136	0.003
SeqPos.2.LEVM760102	0.003
SeqPos.5.FINA910101	0.003
SeqPos.7.RACS820112	0.003
SeqPos.6.AURR980107	0.003
SeqPos.1.FAUJ880105	0.003
SeqPos.3.ONEK900102	0.003
SeqPos.1.LEVM760107	0.003
SeqPos.7.SUEM840101	0.003
SeqPos.7.KIDA850101	0.003
SeqPos.3.NAGK730103	0.003
SeqPos.7.FINA910104	0.003
SeqPos.7.VELV850101	0.003
SeqPos.7.COSI940101	0.003
SeqPos.6.RACS820104	0.003
SeqPos.7.GRAR740103	0.003
SeqPos.7.ZHOH040101	0.003
SeqPos.7.FAUJ880113	0.003
SeqPos.6.ROBB760104	0.003
SeqPos.8.ONEK900101	0.003
SeqPos.7.ONEK900101	0.003
SeqPos.1.RACS820104	0.003
SeqPos.1.ISOY800104	0.003
SeqPos.5.RACS820112	0.003
SeqPos.6.PARJ860101	0.003
SeqPos.1.RICJ880115	0.003
SeqPos.2.ZHOH040103	0.003
SeqPos.7.BULH740101	0.003
SeqPos.3.ROBB760102	0.003
SeqPos.2.NADH010105	0.003
SeqPos.2.RICJ880106	0.003
SeqPos.4.YUTK870103	0.003
SeqPos.2.KRIW710101	0.003
SeqPos.1.KYTJ820101	0.003
SeqPos.9.GEOR030109	0.003
SeqPos.3.LEVM760104	0.003
SeqPos.8.FAUJ880102	0.003
SeqPos.7.QIAN880137	0.003
SeqPos.2.KIMC930101	0.003
SeqPos.6.MIYS990102	0.003
SeqPos.6.FODM020101	0.003
SeqPos.7.KARP850102	0.003
SeqPos.7.SIMZ760101	0.003
SeqPos.6.FAUJ880113	0.003
SeqPos.6.CORJ870106	0.003
SeqPos.2.PONP800104	0.003
SeqPos.6.VELV850101	0.003
SeqPos.6.COSI940101	0.003
SeqPos.6.NAKH900106	0.003
SeqPos.7.FINA910103	0.003
SeqPos.4.ONEK900102	0.003
SeqPos.9.NAKH920107	0.003
SeqPos.6.MUNV940105	0.003
SeqPos.1.LIFS790101	0.003
SeqPos.3.CHAM830103	0.003
SeqPos.6.CIDH920105	0.003
SeqPos.3.PRAM820103	0.003
SeqPos.8.YUTK870103	0.003
SeqPos.6.NAKH900105	0.003
SeqPos.7.MAXF760104	0.003
SeqPos.6.ROBB760109	0.003
SeqPos.7.SUYM030101	0.003
SeqPos.7.OOBM770101	0.003
SeqPos.9.BROC820102	0.003
SeqPos.7.CEDJ970102	0.003
SeqPos.2.ISOY800104	0.003
SeqPos.7.CHOP780205	0.003
SeqPos.1.KANM800104	0.003
SeqPos.1.MUNV940102	0.003
SeqPos.1.GEIM800110	0.003
SeqPos.7.PONP800106	0.003
SeqPos.2.FINA770101	0.003
SeqPos.7.QIAN880111	0.003
SeqPos.3.ZIMJ680103	0.003
SeqPos.7.BIOV880101	0.003
SeqPos.2.RICJ880110	0.003
SeqPos.2.FAUJ880111	0.003
SeqPos.2.GEIM800101	0.003
SeqPos.4.MONM990101	0.003
SeqPos.3.LEVM760107	0.003
SeqPos.6.YUTK870104	0.002
SeqPos.5.LEVM760103	0.002
SeqPos.7.AURR980117	0.002
SeqPos.7.CIDH920105	0.002
SeqPos.2.BAEK050101	0.002
SeqPos.6.CHOP780215	0.002
SeqPos.6.LEVM760107	0.002
SeqPos.7.MEIH800101	0.002
SeqPos.2.CHAM810101	0.002
SeqPos.7.GUOD860101	0.002
SeqPos.7.TANS770106	0.002
SeqPos.9.ROBB760104	0.002
SeqPos.2.PLIV810101	0.002
SeqPos.1.MONM990101	0.002
SeqPos.6.MIYS990105	0.002
SeqPos.1.JANJ790101	0.002
SeqPos.7.TANS770105	0.002
SeqPos.3.BLAM930101	0.002
SeqPos.4.RACS820110	0.002
SeqPos.2.FASG890101	0.002
SeqPos.2.GRAR740103	0.002
SeqPos.7.KLEP840101	0.002
SeqPos.3.AURR980102	0.002
SeqPos.7.ROBB760103	0.002
SeqPos.1.MUNV940105	0.002
SeqPos.1.PUNT030101	0.002
SeqPos.7.JANJ780103	0.002
SeqPos.6.QIAN880121	0.002
SeqPos.2.RACS820105	0.002
SeqPos.7.FINA910101	0.002
SeqPos.6.PUNT030101	0.002
SeqPos.7.CIDH920104	0.002
SeqPos.6.JANJ780102	0.002
SeqPos.6.ISOY800104	0.002
SeqPos.9.AURR980105	0.002
SeqPos.7.MAXF760106	0.002
SeqPos.7.JOND750102	0.002
SeqPos.3.QIAN880122	0.002
SeqPos.5.LIFS790101	0.002
SeqPos.3.OOBM850101	0.002
SeqPos.1.CHOP780216	0.002
SeqPos.6.YUTK870102	0.002
SeqPos.8.LEVM760104	0.002
SeqPos.6.QIAN880117	0.002
SeqPos.5.NAKH900103	0.002
SeqPos.6.NAKH920102	0.002
SeqPos.3.WIMW960101	0.002
SeqPos.3.FAUJ880109	0.002
SeqPos.3.FUKS010105	0.002
SeqPos.6.BEGF750101	0.002
SeqPos.2.QIAN880110	0.002
SeqPos.7.NAKH900110	0.002
SeqPos.4.NAKH900113	0.002
SeqPos.7.ZIMJ680101	0.002
SeqPos.2.RICJ880108	0.002
SeqPos.6.FUKS010105	0.002
SeqPos.5.CRAJ730103	0.002
SeqPos.7.FUKS010111	0.002
SeqPos.6.FUKS010106	0.002
SeqPos.3.CHOP780202	0.002
SeqPos.7.FAUJ880110	0.002
SeqPos.6.RACS820103	0.002
SeqPos.9.YUTK870104	0.002
SeqPos.6.RICJ880104	0.002
SeqPos.7.RACS820104	0.002
SeqPos.4.VASM830103	0.002
SeqPos.6.ARGP820101	0.002
SeqPos.6.JOND750101	0.002
SeqPos.7.NAKH900113	0.002
SeqPos.7.MIYS990102	0.002
SeqPos.7.FUKS010107	0.002
SeqPos.6.EISD860103	0.002
SeqPos.7.MUNV940105	0.002
SeqPos.1.LIFS790102	0.002
SeqPos.6.PARS000101	0.002
SeqPos.6.MEEJ810102	0.002
SeqPos.8.BROC820101	0.002
SeqPos.2.QIAN880137	0.002
SeqPos.6.GEOR030109	0.002
SeqPos.7.WOLR790101	0.002
SeqPos.7.CHOP780201	0.002
SeqPos.7.RADA880104	0.002
SeqPos.7.LEVM780103	0.002
SeqPos.2.RACS820111	0.002
SeqPos.6.ZASB820101	0.002
SeqPos.7.QIAN880126	0.002
SeqPos.2.BLAM930101	0.002
SeqPos.1.FINA910103	0.002
SeqPos.1.GRAR740101	0.002
SeqPos.5.CHAM830108	0.002
SeqPos.7.GUYH850104	0.002
SeqPos.6.RACS820113	0.002
SeqPos.7.RICJ880103	0.002
SeqPos.7.WEBA780101	0.002
SeqPos.7.RICJ880113	0.002
SeqPos.2.GUOD860101	0.002
SeqPos.6.CHOP780209	0.002
SeqPos.2.ROSM880103	0.002
SeqPos.7.NADH010105	0.002
SeqPos.6.ZHOH040101	0.002
SeqPos.6.MEEJ810101	0.002
SeqPos.4.OOBM850103	0.002
SeqPos.7.BEGF750102	0.002
SeqPos.4.FAUJ880110	0.002
SeqPos.2.PALJ810111	0.002
SeqPos.6.TANS770104	0.002
SeqPos.6.KANM800104	0.002
SeqPos.8.FINA910101	0.002
SeqPos.7.ISOY800106	0.002
SeqPos.7.CHOP780212	0.002
SeqPos.7.MIYS990103	0.002
SeqPos.9.FUKS010106	0.002
SeqPos.7.PALJ810104	0.002
SeqPos.7.MUNV940102	0.002
SeqPos.3.MCMT640101	0.002
SeqPos.7.KOEP990101	0.002
SeqPos.6.RACS820114	0.002
SeqPos.3.KIMC930101	0.002
SeqPos.7.RACS820109	0.002
